userName,review,date,title,isEdited,rating,app_name,app_id,developerResponse
oakmage3,"I liked this app from the minute I downloaded it. Christmas, and I was hunting for Christmas Carols. Not only did I find several albums I liked (and ordered CD’s for my car) but I found a station playing continuous Carols that I downloaded. Far better choices than my local radio provided and easier to pick out what I really liked.",2019-01-26 15:37:48,Easy To Use,False,5,amazon-music-songs-podcasts,510855668,
CM1822xer,No - it’s not free but no ads or glitches. I like the option of stations for genres as sometimes I like classical to study to but would not want to build my own playlist. But if I hear something that blows me away I can easily add to a playlist for future. I started my subscription with the $0.99 3 month trial but haven’t cancelled. But I am a full time student so sadly that may not last.,2019-02-03 20:11:27,Nice service,False,4,amazon-music-songs-podcasts,510855668,
BaxtyBoi,"This is epic status! Has a ton of music! Some albums you can’t get because they want you to subscribe to another thing, but still plenty to listen to. A ton of musicals if that’s what you’re into like me. You can also download some songs to the app so you don’t have to use your data while off WiFi. Highly recommend!",2018-12-08 02:59:55,Epic,False,5,amazon-music-songs-podcasts,510855668,
amadtone 327,Thanks this the better app for me. I am a drummer percussionist vocal college graduate playing 64 short years! Working semi professional 60. Teacher also 24 years privately. Recommend it for all my friends but only my students listen. Probably because they pay to listen. My don’t? Profit never welcome home or hometown? Lol great music app🎶Plan for upgrade in July !🎶 Thanks Anthony Madaia,2018-11-20 11:44:04,Very pleased!,False,5,amazon-music-songs-podcasts,510855668,
Deaf reigns,"Love the selection. I have about 1300 songs. Like stuff from 1920's through today. Includes many styles of music. Just don't enjoy Wrap... Now the problem. My listening segments are half hour to hour and a half. I hear (roughly speaking) the same songs over and over again on shuffle mode. I have over 1300 songs because I want to hear them. I shouldn't hear a repeat for a week with that many songs to select from.

Thanks for listening.",2018-12-02 00:22:18,Mr.,False,3,amazon-music-songs-podcasts,510855668,
Paul78797879,"Considering that it is bundled with your prime membership and really not pushed all that much I am surprised at the variety of music available and how well it connects everywhere, Smokey Mountains to the Outer Banks and doesn’t drop out!   If you need more selection, and at times I would like it, you can always upgrade.  In a case of ‘you get what you pay for’ I am getting so much more!",2018-10-06 01:19:02,Surprise!,False,5,amazon-music-songs-podcasts,510855668,
fedups30,Still waiting on editing formats to make user friendlier. Music skips every now and thenGreat music playlist and availability of songs but that interface is very user unfriendly it needs a lot of editing tools added to it in order to incorporate a better playing experience. Too hard to organize the sort music. Continues to be more user friendly. Needs an eq and a higher quality of sound above the MP3 format.,2018-11-03 04:48:30,Great music at,False,4,amazon-music-songs-podcasts,510855668,
The Streets Mag,"I can find music if I'm looking specifically for it but it's hard to get good suggestions. And the whole organization is cumbersome. I feel like I have to click too many times to get the song to actually play. And if I click a specific song, it just plays that and stops. I'm driving so I can't adjust it. It would be nice if the program was more user friendly for drivers. Maybe simplify a bit.",2018-10-26 17:56:21,It's fine,False,4,amazon-music-songs-podcasts,510855668,
CBryantC,There have been only a time or two that an album I searched for wasn’t available and the artist was more independent vs. mainstream. Although I’ve found some off the wall band from over 20 years ago with their full body of work available. It’s a great service and the app works fine and I play through Sonos at home with no issue.,2018-08-28 19:07:44,Works great with all my devices.,False,5,amazon-music-songs-podcasts,510855668,
Chickens are the besst,"This is a really good music app. I love to download music on it and then when I’m not in WiFi I can still play music. I really like being able to create my own playlists on this app. I can have all the songs I enjoy to listen to in my own playlist and my family can each have their own playlist with the music they like. 
-Chickens are the besssst!♥️🐔",2018-07-31 12:32:36,You should download!,False,5,amazon-music-songs-podcasts,510855668,
Pancake1121,"I bought audiobooks for a trip.  I didn't understand that I needed to wait for the whole book to download before playing.  If you try to play while connected to the Internet, then there is no issue.  When finally downloaded we throughly enjoyed the books.  Made the time pass much faster.  This app is very easy to use.",2018-05-13 21:57:55,Great for travel,False,5,amazon-music-songs-podcasts,510855668,
Gransgame,"I was surprised to learn that the prime selections are so vast. Being able to play them through Alexa is a very welcome addition for sure.  I love the selections they recommend for me based on choices i have already made.  It keeps my playlists fresh but with music i like...not just what is currently popular.  However since my taste is so varied, I love that they do not pigeonhole me into one particular genre.",2018-04-15 17:09:00,Wonderful selections!,False,5,amazon-music-songs-podcasts,510855668,
Cantoo 62,"I have created my own playlist with just the music I want to hear. Two thumbs up!! There are two things that are annoying though. The first is occasionally having a list of songs with graphic lyrics appear in my music from an unknown artist. The second annoyance is having some of the songs in my playlist removed or no longer available. Other than that, I thoroughly enjoy this app.",2018-05-03 12:01:12,All my favorites,False,4,amazon-music-songs-podcasts,510855668,
Daileygirl10,"I have had this for over a year and I used to love it. But now they want you to pay for almost everything. I had things saved to my playlist and now to get them back I have to pay when it was free when I downloaded it.
Like many things that start off free and you love they change it up with no notice. No grandfather into things no nothing. However, I still use the app with no issues when using it. I still listen to music as it’s commercial free.",2018-04-26 22:56:50,3.5 stars,False,3,amazon-music-songs-podcasts,510855668,
Btme28,"I just want to say that I love using this app to listen to music. I use it almost every day, and with the unlimited subscription I have access to so much amazing music and I’ve been able to find so much more music that I love. Definitely recommend this app to anyone who loves listening to music like I do!",2021-02-25 04:41:33,Greatest music app out there,False,5,amazon-music-songs-podcasts,510855668,
TMR63,"The scriptures that I read each morning help me each and every day. Each one speaks to my heart and soul. I love to share them on Facebook for my daughter who is struggling in life. She is holding on by a thread in life. She has come back to the Lord after serving in the Marines and has PTSD and other trauma women have suffered while serving our country. 
Thank you so much!",2020-12-12 12:08:29,Thankful,False,5,amazon-music-songs-podcasts,510855668,
Anna Amy Ams,"It’s a good app, it has loads of songs and it’s easy sign on, but some of the songs have glitches where it’ll be playing a song, then it stops and plays a different song, then glitches like R2-D2. Also, some songs require prime, and I think this is a dumb feature because I don’t think I should have to pay money to listen to a song. Thanks.",2021-01-22 19:15:05,I like it!,False,4,amazon-music-songs-podcasts,510855668,
TuPapisongo,"Great sound quality, great library. I was pleasantly surprised at some of the oldies I found.  The only knock I have so far is that the music cuts off sometimes and stays stuck on reloading. And before you say it’s a connection issue I’m able to switch to my other streaming apps when this happens with no connectivity issues. If not for that it’d be an easy 5stars",2021-01-15 16:09:32,Almost Amazing,False,4,amazon-music-songs-podcasts,510855668,
mE.!?.,This app is amazing it has most of all my favorite songs one thing that could make it a million times better so a lot of the songs I like are better slowed down so maybe could the developers I  this app add a feature where you can slow down the song or speed it up?,2020-11-29 20:24:38,Great!!,False,5,amazon-music-songs-podcasts,510855668,
Domingues1,I love this app. We use it all the time and the small monthly fee is worth all the songs you get. We have small kids and there are so many great songs for them and for us too. We download our songs so when we’re road tripping through forest we still have our great music.,2020-11-12 17:42:15,The unlimited is worth it!,False,5,amazon-music-songs-podcasts,510855668,
T Ricky,"Primary issue is the lack of EQ settings like those supported by Apple Music. Given the differences with headphones, I want to be able to compensate for the quality differences by adjusting the EQ. For me this may become the reason for changing music services.

Also, I am tired of looking for features that have moved. I want a stable user interface design! I finally found Recently Played. I do not consider changes to the user interface as making the App ""fresh"" and ""interesting"".",2020-11-13 15:18:13,App changes plus EQ control,False,2,amazon-music-songs-podcasts,510855668,
Lord.Skyler,"Title selection is phenomenal and songs are currently updated often! However, playlists are limited and stations will frequently turn off when not active! There needs to be an option to keep stations/playlists continuously playing! Thank you, thank you! -SkyGuy850",2020-09-21 21:27:11,Nice Music App,False,5,amazon-music-songs-podcasts,510855668,
ski2222,"No easy way to remove a currently playing song from your library. You have to click the 3 dots, then view album, then find the song in the album song list, then click the 3 dots on the song, then click remove from library. 

Why can’t a remove from library option be on the first 3 dots of the playing song, just like there is an option to add to library ?",2020-11-12 04:20:31,Difficult to remove playing song from library,False,2,amazon-music-songs-podcasts,510855668,
kwhit1242,The only thing I don’t like about the app is how it resets if you have music paused for awhile. When I do road trips for work I’ll pause the music to take a call for 5 minutes or an hour. Sometimes when I turn the music back on it resets and loses the list of previously played songs. Not a huge deal but one of the small things in life that make things nicer.,2020-09-16 12:32:12,Good app but...,False,4,amazon-music-songs-podcasts,510855668,
happypeace101,"In order for this app to be agreeable amongst artists and streaming companies there has to be transparency between the two. It is awesome that artists can see how many listeners and online streams we’ve received but it is much more important for artists to see how many sells we’ve received in any time period in real time. This will especially help artists that are paying money for marketing purposes. In other words, show the sells report in real time so the artists and or record labels know if their marketing dollars are working properly.",2020-09-19 19:24:44,Where are the sales report?,False,1,amazon-music-songs-podcasts,510855668,
TruAquarianQueen,"I think it is a little expensive even though it is unlimited.  I wish with what you pay for unlimited, more than one person can listen at a time.  Some of my music disappears and I’m not sure why. It’s good but there a few things that can be done to make this app 5 star.",2020-09-14 04:43:47,Good but could be better,False,5,amazon-music-songs-podcasts,510855668,
🧹🧹🧹,"This is unlimited! You should get this if you haven’t already. It has all the music you can imagine but if you aren’t the music kind you can still see if it’s good, personality I think if you’re looking for music this is the app for you. In conclusion I think it’s the best music app in the world 🌎 You can rely on this app for music

PS it has Alexa!",2020-07-30 13:23:38,Gooooood,False,5,amazon-music-songs-podcasts,510855668,
Marninki,"The access to all the music is awesome. But sorting options are nonexistent. I wish I could do a simple sorting of my artists, songs or albums by “most recent” or “most played”. Sometime I forget the name of a song I just added to my library and have no way of finding it if it’s no longer in my “recently added” queue. Only one type of sorting - by alphabetical order - just isn’t robust enough for a music app.",2020-08-25 22:52:21,Needs sorting options,False,3,amazon-music-songs-podcasts,510855668,
Big Dong Doug,"A user should be able to drag and move the order of song play within an existing song list.    Without having to make a new playlist. 
You should be able to insert a new song between 2 previously existing songs.",2020-07-30 12:25:03,Much needed option,False,5,amazon-music-songs-podcasts,510855668,
Chorono3,"Selection of music is fantastic, with many personal favorites and a wonderful selection of modern Classical music, including new releases and obscured artist!  
User interface can be  a bit difficult and inflexible sometimes in navigating to non-selected or previous selected pieces. 
But flexible enough to work on all devices and OS’s — big bonus.",2020-07-28 16:13:51,Love the Selection,False,5,amazon-music-songs-podcasts,510855668,
Log in bummer,"No commercials, build your own playlists, something for everyone in the family, lately they have built playlists personally for you- i have found lots of new bands this way, 99% of the time you will find the song you are looking for",2020-06-26 22:39:41,Great for whole family,False,5,amazon-music-songs-podcasts,510855668,
Senator48,Love the variety and amount of music available via the app. I’ve enjoyed a lot of old and new favorites since checking out on a free trial. It was enough to convert me to a paying subscriber. I think the UX could be improved. It’s a little clunky to search for and then download music. Making playlists is not the easiest process but I figured it out.,2020-07-16 17:33:12,Greatly solid - UX could be better,False,4,amazon-music-songs-podcasts,510855668,
Uptheorg,"I spent my first half-hour with the app downloading playlists — it ate up the remaining space on my iphone by the fourth one and I would look at the home pge and the downloads were stalled!

I was compelled to delete the app entirely from my phone. 

Now I think I will reinstall it and use it like a player radio like the rest of the world.",2020-05-29 19:54:01,Don’t Do What I Did,False,5,amazon-music-songs-podcasts,510855668,
#SimpsonFamily,"I have been a member of music unlimited for quite a number of years and it’s been a love hate relationship for sure, but here recently, I’m starting to hate it more and more. I have an Apple Watch to use while I’m at work so I don’t have to keep pulling my phone out to go through my songs and or playlist. BUT I can’t get this app for my Apple Watch! Update the app for Apple Watch compatible, please! Because I have start to use other music apps and this one less and less",2020-05-31 14:14:45,"Only giving 2⭐️ because,....",False,2,amazon-music-songs-podcasts,510855668,
Lisun2me,"Disappointing though when you select a song to a playlist and then decide it’s not available and you then have to purchase it. 
A lot of songs aren’t available. Shouldn’t all songs be available with prime since your not meeting the delivery as promised for prime items.",2020-05-25 21:22:41,Not bad.,False,5,amazon-music-songs-podcasts,510855668,
"Janea M,","I say that because while I love the app now and enjoy it easy use, I loved it more when it let me go to my desktop and upload my own music. If I had know they were eliminating that feature, I would have been up day and night until I got 9000 song collection uploaded.",2020-04-18 13:54:04,This really a 4.5 star rating,False,5,amazon-music-songs-podcasts,510855668,
MINIPATTY,Easy to use and most everything you want to listen too is free through your Prime account. I appreciate I am not asked every 10 minutes to buy their premium service. It can be frustrating to find out that song you wanted to listen too isn’t available though. Overall 4/5 stars.,2020-05-14 22:48:05,Easy to use and most everything you want,False,4,amazon-music-songs-podcasts,510855668,
tbone_310,After several months of great service seems the iPhone app no longer wants to down load the UltraHD version of most tracks. Deleted the app and tried again with no success. Tech support gave me a month credit for the problem but I’d prefer the service to work as advertised. The pc version is working.,2020-02-24 05:38:56,No Ultra HD,False,5,amazon-music-songs-podcasts,510855668,
miss.loves gacha life,I love the app it has lots of great songs I can find the songs I love right away but the unlimited almost all the songs I love are going unlimited so I can’t listen to them anymore because the pay rate is a bit to high to go unlimited I would like to listen to my fave songs without paying for unlimited...hope you can understand but overall I love the app,2020-04-02 17:51:30,Music queen,False,4,amazon-music-songs-podcasts,510855668,
app isnt worth it,"Love that I can actually skip songs and not have to hear commercials/ads. I love having the option to choose whatever I like and there s lots of variety. Only downside my family has is we often hear a silent pause when listening, like a skip in the song, and it doesn’t matter what device we are listening on-phone,tv,Alexa, car. It does it multiple times. Pretty annoying.",2020-02-24 18:00:33,Love that I can skip,False,3,amazon-music-songs-podcasts,510855668,
DannyBoy1916,I just began using this service after using apple and I am pleasantly surprised. They’re similar with slight enough differences to be two separate entities. I would’ve gave a 5 star rating but this service is missing some crucial albums and songs. It’s very easy to use and is a great deal for the price. Music is life,2019-11-27 03:22:09,Easy to use and good selection!,False,5,amazon-music-songs-podcasts,510855668,
BeenJammin277,"Really really needs the ability to organize music in alphabetical and/or by artist in the playlists. Its frustrating I have multiple duplicate songs but from different albums in the same play list because there are not options for organization. Can’t say I love this app, but It’s better than others I’ve used in the past.",2020-01-15 14:07:12,Overall good but not great.,False,4,amazon-music-songs-podcasts,510855668,
littleamazon,"Wish it had more options for free as part of Prime or that at least this app would tell you what is included, like Prime Video does. This is the only reason I am giving it 4 stars. With the Prime membership going up higher every year, free good content helps. 
I could create a playlist, add free songs, play offline, and enjoy wherever I go if LTE or WiFi are inconsistent.",2019-12-13 00:44:45,Offline streaming and download!,False,4,amazon-music-songs-podcasts,510855668,
Tfrmadrid,I’ve had prime membership for a while but never took advantage of the prime music app until now and must say that it’s actually better than other music apps by far. Easy to navigate and find the songs and artists that I like plus the app gives suggestions of the latest hits or more popular singles. Love it!,2019-11-18 13:55:39,Awesome!,False,5,amazon-music-songs-podcasts,510855668,
Jldmnj,"Great music don’t know why you have to increase price 20% makes me think about bailing out. Don’t be a PIG!

Quit with all the ads for the membership we already pay for Prime you offer the music keep it with the membership that you already have.  Won’t be long before Walmart starts streaming!",2019-11-05 16:21:37,Enjoy the tunes keep it coming,False,5,amazon-music-songs-podcasts,510855668,
Jim Dickey,"I’m so happy that I learned about this app. Amazing. One thing that bothers me though: it doesn’t have some songs. And not like, little songs, they're ones that are made by big singers, yet I can’t find them anywhere. If you could please fix this, that would be amazing. Otherwise, I totally recommend this app. It's great. 
❤️",2019-09-04 01:17:09,"BEautiFul, but..",False,5,amazon-music-songs-podcasts,510855668,
malaya corallo,"I love this app so much. I love my music and artists. Cool thing is 
(And What likes a lot) that my dad got me all the music but it said only for a month, but it’s been like 2 months and all the unlimited music was still there!!!
And one more thing... one day I was just playing my music and I did nothing at all but Alexa just turn on and then off and on again! It was very annoying. But besides that I love this app!",2019-10-25 15:12:48,AWSOME!!!!,False,4,amazon-music-songs-podcasts,510855668,
Archemedes74,"Used to be great. Then they did an update that broke the app. In offline music mode it takes sometimes 2 minutes for a song to load, then you get an error about internet connectivity ON OFFLINE MUSIC MODE.  Then if you skip songs it will sometimes go back to the last song or just totally crash. I’ve had this app crash more in the last month than in the previous 5 years combined. If you are downloading songs and it goes to sleep it stops downloading, and sometimes the downloads disappear too.",2019-10-24 23:14:16,Complete garbage,False,1,amazon-music-songs-podcasts,510855668,
thig_jordan,"The app itself is very glitchy. It shuts down often and struggles almost daily to do simple stuff like change between artists without failing. I like the interface, though I don’t love it, and want to keep using it since I own so many Alexa driven devices. However, my family is probably switching if the app doesn’t improve very very soon. It’s honestly probably too late for us, but hope it improves for future users.",2019-10-23 21:09:46,"Good, Not Great",False,3,amazon-music-songs-podcasts,510855668,
olie klosov,Could use a smarter shuffle. Tends to go to same ten songs to start when you play stations. It’s a pretty good app for prime members. Too bad you pay more for unlimited. Seems my $110/yr fee is not enough. I don’t like the generic stations. They takeover the app after listening once. I tend not to search too much because the app wants to anticipate what you want. I have had to delete and reload the app just to stop the default start on crappy generic stations.,2019-09-27 03:27:21,Nice,False,3,amazon-music-songs-podcasts,510855668,
Everyday user 69,"It’s all true.
If you grew up with 90’s Music like me than the part about not having the newest music is much less of a big deal.  But most of it does come to prime eventually, about 1 to 3 months depending on the level of popularity.

Stick review:
Lots of great free music of all genre types.  It won't have the newest music but if you're willing to be patient and wait for it to come to Prime WOW can you save a boatload on iTunes.  I can't remember the last time I bought music on iTunes.
You can search new to prime music and also play stations by genre type and by certain artists to find new music.  
Great app, works well!",2019-08-19 13:52:29,"This is the stock review they fed me, But",False,5,amazon-music-songs-podcasts,510855668,
HI O AG,"Very easy, good price - You can’t always get what you want, but you can find what you need- great selection.  I’d say I get 98% of what I search for.

If I have anything I would suggest to make it better, I would eliminate some of the seemingly endless versions of the same song.  I only want the album version really and it gets hard to find the original among so many re-mixes, etc.",2019-08-19 21:19:55,Easy Peasey,False,4,amazon-music-songs-podcasts,510855668,
Annie Harless blogyyy,"It's my go-to for streaming music. I just love that it has no ads, I can exit the app, and I can play repeat on any song. I've used it for so long ((I mean YEARS)) and I can't imagine my phone without the app on it haha. I use it at the very least two hours a day. As an avid music lover, this is the one.",2019-08-16 21:50:40,Will change the way you listen to music!,False,5,amazon-music-songs-podcasts,510855668,
pwest17,"this is way better than apple music. you don’t have to pay to listen to the songs you like, you don’t have to struggle trying to figure out the lyrics, you can even ask alexa to play a song for you. definitely recommend to anyone who loves music or podcasts.",2019-06-03 01:49:23,Better than Apple Music,False,5,amazon-music-songs-podcasts,510855668,
-------NB----------,"I like the interface and selection of songs/albums included with Prime.  Unfortunately, current trend is towards An increase in the removal of music from Prime to Unlimited. Kind o a bummer when an album in My Music is suddenly greyed out and “no longer availlable” when in fact it simply moved to pay. and more new music is introduced only with Unlimited membership.",2019-08-13 15:08:06,Prime user. Good selection of music,False,4,amazon-music-songs-podcasts,510855668,
booggieman62,"It has the music you ask for, but if you download music to play offline it expires, what good is that? I downloaded it for a reason to play when I don’t have service. Also every time you switch stations and go back it starts over with the same songs like it’s a cd. Pandora you can download three different stations and have three hours of music when you’re offline. I will be switching to that.",2019-08-04 16:50:19,"I have seen worse, but there are better options",False,2,amazon-music-songs-podcasts,510855668,
Purple Jayhawk,"I love that I’m able to have all of the old music I love, and all of the new music I discover all in one place; this app!

The only two dings I would give it are that sometimes an artist stops being available (usually it’s temporary), and sometimes I can’t find a song I’m looking for (but that’s EXTREMELY reare!

Definitely 5/5 stars!",2019-05-15 13:50:57,Close to perfect,False,5,amazon-music-songs-podcasts,510855668,
Musicminded75,"I’ve tried most of the online music streaming services, and find Amazons to be the best. The recommend playlist are always turning me on to new artists. The ability to download music for offline listening, without purchasing it is fantastic for air travel or trips to the mountains Great selection of music too. I’m keeping it!",2019-03-28 07:58:18,Love it,False,5,amazon-music-songs-podcasts,510855668,
Aslanid,"Had a song on my play list that was not under the Ultimate music list then they took it off and placed it under the Ultimate music. They should not be able to change songs after you add it to your list. If they miss out after the fact that not my fault. I’m not going to play twice for music.

They keep asking me to rate them 5 stars after I have rated them, it’s getting annoying.

Moved it down to one star because it keeps asking to rate them after I rated them.",2019-04-27 21:00:24,They should not be able to change your music.,False,1,amazon-music-songs-podcasts,510855668,
good game suggestions,Like it for the most part but it would be nice to have it display what I’m listening as well as a way to see what played previously. I know there’s a place to see recent but it’s a few steps to get to and doesn’t always show everything plus if I ad one of them to my playlist it then goes back to some random list of songs and won’t show recents anymore while in recents. The app just doesn’t flow very well.,2019-04-08 02:39:10,Needs improving,False,3,amazon-music-songs-podcasts,510855668,
Papillon girl,"I like that I can look up a song and play it instantly when I find it.  I also like that I have music playlists instantly across different devices.  Despite easy playlists, I do wish that they would eventually allow a user to remove a song from a playlist.",2019-03-16 12:31:35,Music Readily Available,False,5,amazon-music-songs-podcasts,510855668,
Fricken Foxelist,"Idk what to say about it I’m just writing this review so it’ll stop asking me to rate it lol but, I mean, it’s a fine music app, it doesn’t have ads and you can create your own playlists, the only thing I don’t like is that only one family member can use it at a time but that’s just because of the subscription my family has",2019-03-06 05:02:53,¯\_(ツ)_/¯,False,5,amazon-music-songs-podcasts,510855668,
What's your name!,Great value added to prime membership. If you haven’t tried it you should! The standard membership is outstanding. Great variety of music across many genre. If you are already a prime member you’re missing out if you’re not using this app. If you’re not a prime member what are you waiting for?,2019-02-17 12:41:28,If you have not tried it you should!,False,5,amazon-music-songs-podcasts,510855668,
RJSKI155,"Would give 5 stars but I still have to use multiple music services to hear all my favorite bands. This is definitely my primary means of listening, in the house through the Echo dots and towers, in the car via Bluetooth and at work with miscellaneous speakers. I certainly won’t go back to using other music apps primarily again if the app stays how it is.",2019-01-16 22:04:23,"Great music app, cheap and easy to use",False,4,amazon-music-songs-podcasts,510855668,
GodsServant7,"Most of the music, both old and new, are titles you’d like to listen to regularly.  However, some of the most popular songs you may like may require a subscription to their unlimited list in order to listen to it!  Also, songs can be placed on the unlimited list that you were allowed to listen to before.  For those 2 reasons it’s a 4 and not a 5.",2018-12-12 19:07:06,Nice,False,4,amazon-music-songs-podcasts,510855668,
Pine Nette,"I have more music apps on my iPhone than anything else. I go to Prime Music more than anything else. I select an artist I like and go to their station. I get their music and other artists very similar.
One suggestion only: play more music from that artist and a little less of the others that are similar.
I love this service, this app!",2018-11-25 17:51:03,Inspired music,False,5,amazon-music-songs-podcasts,510855668,
Spur houston,"Clearly, there’ll be some new music and other music from the catalog that is reserved only for paying customers. With that said, there is plenty of playlist and music to enjoy. I have especially enjoyed the suggestion of playlist. This allows me to select one then enjoy my run, Drive and or commute on public transportation.",2018-10-22 11:40:13,Works wherever you have a connection,False,5,amazon-music-songs-podcasts,510855668,
Bpg Red,"I don’t think I am technically dysfunctional so I read some other reviews before writing this and see that some others feel the same… The app is somewhat confusing to use..I would love to use this since it’s included in my Prime membership & not pay 5.00 a month for ad free Pandora but I just don’t find it user friendly...
* Update... I was immediately enlightened by someone on how-to & have added a Star.. my bad 👍",2018-10-26 17:03:17,Confusing,False,4,amazon-music-songs-podcasts,510855668,
aw mihalik,Pretty straight forward navigating around site finding music - choices are pretty good and access to music on individual albums is great - app refers you onto similiar music (if you like this 80s rock see these albums/artists. Simple to create playlists and shuffle music to listen to. But caution - listening to music will use up data time if you're out and about,2018-08-21 02:25:53,User friendly app,False,5,amazon-music-songs-podcasts,510855668,
Jazzieshari,I have tried several different music apps and so far this has been the best one !! It’s very simple to use and with the subscription you can Listen to pretty much any song that comes to mind. I also really enjoy the set playlist this app provides to you based on what type of music you enjoy listening to. Definitely worth the download!,2018-07-20 17:09:19,So far the best,False,5,amazon-music-songs-podcasts,510855668,
kimmyandsancho,Not easy to download musicals a couple of songs I thought were downloaded were not and had to try again. I will still use this service but may switch to another service if this continues. Also when you look for a category of songs it doesn’t  give you music like what you are looking for like 90s top hits. This needs to be improved also.,2018-08-17 17:34:31,Still has kinks to work out,False,4,amazon-music-songs-podcasts,510855668,
Wrecked420986,I love your app and the layout it pays to be a prime member but a lot of the time I’m missing songs i would like to download although I do realize I try to download them on Your app after hearing them on SoundCloud and also a favorite button in the bar below the pause and skip buttons that you could just tap to favorite and it would have its own little playlist tab would be extremely useful,2018-08-10 11:49:48,Favorite Button?,False,4,amazon-music-songs-podcasts,510855668,
Stressed out 99,I love being able to get a lot of songs free but don’t understand why certain titles are unavailable. Also I don’t understand why you can choose songs have them on your list and then suddenly without any warning they become blacked out and you can’t play them anymore.   I guess if you are able to use this service for free it all equals out but it just gets frustrating at times.,2018-06-11 16:25:52,"Love it, but...",False,4,amazon-music-songs-podcasts,510855668,
HideMyFat,"I love the app.  I love being able to skip as many times as I want.  However, I think there needs to be more music.  I hear the same songs over and over again.  Even when I have “unlimited” music, I’m still hearing the same songs.  Please do something about this.  I would love to give it 5 stars, but honestly pandora has more songs.  Just hate the commercials.  I’m paying for prime AND unlimited, I think I should hear more than the same 20 songs on a “station”.",2018-06-17 15:20:24,Need More Music,False,3,amazon-music-songs-podcasts,510855668,
jnthiggs,I like the fact that there is a wide variety of music you can select from.  I like that you can repeat a song/playlist.  Like that my music isn't constantly interrupted by ads.  Don't love the fact that even as a prime member I have to pay for the new music or wait until it becomes part of prime music. I would love it if it could capture a song on the radio and play it.  I don’t always know artists or titles,2018-06-01 18:27:37,"Like, not love",False,4,amazon-music-songs-podcasts,510855668,
Lnghair99,"I love this app, I use it more than any other one I have. The only thing that would make me consider changing to another streaming platform would be the lack of equalization options. It would be nice to have the ability to color the tone more to my liking but that does not seem to be in the near future. Other than that it’s good",2021-10-03 23:04:02,Sound Options,False,4,amazon-music-songs-podcasts,510855668,
Mom2babygirl,"I love this app, and it has a great music selection.  However, it has issues when it’s running on data instead of WiFi.  It freezes; it takes a while to skip a song and load, and sometimes it closes completely.  Works just fine on WiFi.

I like listening in the car, so if this issue were fixed, it would be 5 stars.",2021-09-28 13:31:29,Hiccups when using data instead of WiFi,False,3,amazon-music-songs-podcasts,510855668,
Jmmarsha,I enjoy the design and functions of this app. The downfall is that it glitches and crashes all the time. I’ll try and listen to a song that I recently added to my playlist and the app acts as if the music isn’t there and will play something completely different. It also randomly stops playing music and I’ll have to close out the app and reopen it. If they fixed these issues I’d give it 5 stars.,2021-08-10 06:36:48,Great concept,False,3,amazon-music-songs-podcasts,510855668,
Massif Peaness,"This app has recently went from really bad to completely unusable. The overall design has always been very unintuitive and difficult to navigate, but now the app will not even load a single song the vast majority of the time, no matter how good my provider signal or WiFi connection is. Even if I can get it to play a song, it will usually crash before the end of the song. This app is by far the most difficult and frustrating I have ever used and I don’t know why it has so many positive reviews.",2021-08-10 20:24:36,Terrible,False,1,amazon-music-songs-podcasts,510855668,
MT mountains,"I have tried using it a few times, but so far I haven’t liked it much. I tried creating a playlist and ended up with a bunch of songs that I don’t own so couldn’t play when driving home from work. It wouldn’t be a problem, but once I leave work I have no cell reception as I live in the mountains of Montana. I have not given up, it just be of learning what it can and can’t do around here.",2021-06-17 22:19:51,Maybe not enough time,False,3,amazon-music-songs-podcasts,510855668,
Handy Andy 450,"I am currently at a one star rating.  My phone and the app are both up to date and the app launches and immediately crashes.  I’ve submitted info for help but no one has contacted.  It’s been nearly a week.  

When it works it is great but currently I’m not very impressed.  The biggest negative when it is working is that it completely refreshes when you leave and come back to the app and constantly messages you to join unlimited when it does.  Very annoying when it should just leave off where you were.",2021-07-01 13:33:16,App crashes,False,1,amazon-music-songs-podcasts,510855668,
CFG03,"This app offers a great amount of music and podcasts for a flat rate. However, for me in particular, the app has been quite buggy. Slow to respond to next/previous track, up/ volume, play/pause, or even cuts off a song ur listening to right in the middle for no apparent reason. I love this app but it needs some improvement. I am on an iPhone 11 for the record.",2021-05-24 15:16:34,"Great selection of music and podcasts, however…",False,3,amazon-music-songs-podcasts,510855668,
uzairgheewala,"I’ve been using this app for a while now and it’s done everything I could ask for for that time. But now that my playlist has upwards of 1000 songs, the app often crashes when I try to play a song, especially when I want to switch to a different song. I have to constantly be reloading the app just to listen to another song. Please fix this!",2021-04-18 17:15:28,Was working like a gem till recently!,False,3,amazon-music-songs-podcasts,510855668,
junebug:P,"I’ve been happy with the app so far, but this past week it’s been really weird. Occasionally while my music is playing the sound will abruptly stop and begin playing super garbled almost tv static noises but harsher and more sporadic? It will play normally for the next few songs after I close the app and restart it, but it’s super annoying. Idk if this is a problem for lots of people but it’s happening to me and hopefully it will get fixed soon.",2021-02-07 21:46:38,It’s a good app but right now it has some bugs,False,2,amazon-music-songs-podcasts,510855668,
